source_id,title,file_name,page,layout_class,chosen_mode,column_count,block_count,line_count,avg_words_per_block,short_block_ratio,numeric_block_ratio,warning
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,4,mixed,plain_text,0,27,30,6.89,0.444,0.37,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,5,poster_or_cover,plain_text,0,9,9,5.44,0.556,0.333,plain_text_fallback_for_poster_or_cover
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,6,mixed,plain_text,0,2,46,321.5,0.5,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,7,mixed,plain_text,0,2,43,309.0,0.5,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,8,mixed,plain_text,0,2,19,88.0,0.5,0.5,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,9,narrative_single_column,row_order_lines,1,10,34,37.8,0.2,0.5,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,10,mixed,plain_text,0,23,75,9.17,0.13,0.87,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,11,narrative_single_column,row_order_lines,1,10,23,25.0,0.1,0.9,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,12,narrative_single_column,row_order_lines,1,11,29,32.09,0.273,0.273,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,13,mixed,plain_text,0,4,21,68.75,0.5,0.75,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,14,narrative_single_column,row_order_lines,1,4,17,52.5,0.5,0.75,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,15,narrative_single_column,row_order_lines,1,5,31,94.4,0.4,0.6,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,16,narrative_single_column,row_order_lines,1,9,21,24.44,0.222,0.889,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,17,narrative_2_column,column_order,2,16,34,25.94,0.375,0.312,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,18,narrative_2_column,column_order,2,33,105,6.21,0.424,0.818,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,19,narrative_single_column,row_order_lines,1,12,53,36.17,0.167,0.833,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,20,narrative_single_column,row_order_lines,1,11,44,53.18,0.091,0.455,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,21,mixed,plain_text,0,3,40,187.67,0.333,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,22,narrative_single_column,row_order_lines,1,21,53,8.57,0.19,0.857,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,23,narrative_single_column,row_order_lines,1,7,31,16.57,0.429,0.714,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,24,narrative_single_column,row_order_lines,1,11,65,38.82,0.273,0.727,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,25,narrative_single_column,row_order_lines,1,4,47,153.75,0.25,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,26,mixed,plain_text,0,2,37,229.0,0.5,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,27,narrative_single_column,row_order_lines,1,9,43,62.78,0.333,0.444,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,28,mixed,plain_text,0,21,62,6.95,0.048,0.952,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,29,mixed,plain_text,0,28,58,6.36,0.036,0.964,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,30,mixed,plain_text,0,13,45,35.69,0.308,0.846,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,31,narrative_single_column,row_order_lines,1,12,28,23.83,0.167,0.833,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,32,narrative_2_column,column_order,2,12,30,29.17,0.25,0.5,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,33,mixed,plain_text,0,37,104,5.43,0.432,0.784,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,34,narrative_single_column,row_order_lines,1,16,57,26.0,0.25,0.812,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,35,narrative_single_column,row_order_lines,1,5,7,13.0,0.2,0.8,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,36,narrative_single_column,row_order_lines,1,12,42,44.83,0.167,0.5,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,37,mixed,plain_text,0,19,68,19.37,0.105,0.842,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,38,narrative_single_column,row_order_lines,1,12,45,47.83,0.083,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,39,narrative_single_column,row_order_lines,1,4,7,19.5,0.25,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,40,narrative_single_column,row_order_lines,1,11,45,52.09,0.273,0.545,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,41,narrative_single_column,row_order_lines,1,5,36,107.0,0.2,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,42,mixed,plain_text,0,4,4,8.0,0.25,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,43,mixed,plain_text,0,4,18,61.75,0.5,0.75,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,44,narrative_single_column,row_order_lines,1,8,29,49.12,0.25,0.875,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,45,narrative_single_column,row_order_lines,1,7,14,23.71,0.143,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,46,narrative_2_column,column_order,2,12,45,57.83,0.333,0.417,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,47,narrative_single_column,row_order_lines,1,7,24,48.43,0.571,0.429,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,48,mixed,plain_text,0,32,167,9.09,0.344,0.656,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,49,mixed,plain_text,0,40,182,6.97,0.475,0.6,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,50,narrative_single_column,row_order_lines,1,8,45,78.25,0.5,0.625,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,51,mixed,plain_text,0,2,12,53.0,0.5,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,52,narrative_single_column,row_order_lines,1,10,36,45.9,0.2,0.5,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,53,narrative_2_column,column_order,2,30,129,7.53,0.133,0.833,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,54,narrative_2_column,column_order,2,14,80,33.64,0.286,0.786,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,55,mixed,plain_text,0,2,17,90.0,0.5,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,56,narrative_single_column,row_order_lines,1,10,42,57.8,0.4,0.4,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,57,narrative_3_column,column_order,3,23,70,13.48,0.261,0.87,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,58,narrative_single_column,row_order_lines,1,9,18,20.33,0.333,0.667,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,59,mixed,plain_text,0,21,69,18.19,0.286,0.619,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,60,mixed,plain_text,0,27,77,10.78,0.667,0.556,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,61,mixed,plain_text,0,2,4,18.0,0.5,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,62,narrative_single_column,row_order_lines,1,9,56,56.22,0.222,0.444,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,63,narrative_single_column,row_order_lines,1,4,59,75.0,0.25,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,64,narrative_single_column,row_order_lines,1,11,44,54.73,0.273,0.545,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,65,narrative_single_column,row_order_lines,1,5,30,84.8,0.2,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,66,mixed,plain_text,0,3,37,195.33,0.333,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,67,mixed,plain_text,0,3,10,36.0,0.667,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,68,mixed,plain_text,0,3,6,17.33,0.667,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,69,mixed,plain_text,0,5,10,17.8,0.8,1.0,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,70,narrative_single_column,row_order_lines,1,8,45,71.88,0.25,0.875,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,71,narrative_single_column,row_order_lines,1,13,38,33.62,0.077,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,72,narrative_single_column,row_order_lines,1,10,43,56.1,0.2,0.5,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,73,narrative_single_column,row_order_lines,1,6,104,66.83,0.333,0.833,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,74,narrative_single_column,row_order_lines,1,9,86,53.33,0.222,0.889,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,75,narrative_single_column,row_order_lines,1,7,16,22.43,0.286,0.714,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,76,narrative_single_column,row_order_lines,1,11,41,46.82,0.182,0.364,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,77,mixed,plain_text,0,21,66,13.33,0.048,0.905,mixed_layout_plain_text_fallback
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,78,narrative_2_column,column_order,2,12,56,38.83,0.417,0.75,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,79,narrative_single_column,row_order_lines,1,10,22,25.0,0.1,1.0,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,80,narrative_single_column,row_order_lines,1,12,41,44.92,0.167,0.583,
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,81,table_like,row_order_lines,0,55,132,4.47,0.618,0.527,table_like_row_order_no_structured_table_parse
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,82,table_like,row_order_lines,0,46,87,6.83,0.891,0.478,table_like_row_order_no_structured_table_parse
pdf_saturn_feb_2021,Saturn Feb 2021,Saturn_Feb_2021.pdf,83,mixed,plain_text,0,2,9,49.5,0.5,1.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,1,poster_or_cover,plain_text,0,28,32,3.07,0.857,0.107,plain_text_fallback_for_poster_or_cover
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,2,narrative_3_column,column_order,3,49,49,8.1,0.143,0.02,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,3,poster_or_cover,plain_text,0,10,13,3.2,0.9,0.0,plain_text_fallback_for_poster_or_cover
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,4,narrative_3_column,column_order,3,23,188,56.78,0.174,0.522,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,5,mixed,plain_text,0,4,12,15.75,0.5,0.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,6,narrative_3_column,column_order,3,30,153,38.27,0.4,0.7,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,7,mixed,plain_text,0,4,12,18.25,0.5,0.25,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,8,narrative_3_column,column_order,3,29,157,38.83,0.379,0.793,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,9,mixed,plain_text,0,4,13,14.25,0.5,0.25,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,10,narrative_3_column,column_order,3,29,160,40.93,0.379,0.69,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,11,mixed,plain_text,0,4,12,13.5,0.5,0.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,12,narrative_2_column,column_order,2,34,160,33.12,0.441,0.618,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,13,mixed,plain_text,0,4,12,17.0,0.5,0.25,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,14,narrative_3_column,column_order,3,36,155,33.67,0.444,0.778,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,15,mixed,plain_text,0,4,13,20.75,0.5,0.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,16,narrative_2_column,column_order,2,36,163,33.11,0.5,0.583,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,17,mixed,plain_text,0,4,13,17.75,0.5,0.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,18,mixed,plain_text,0,35,130,34.86,0.4,0.714,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,19,mixed,plain_text,0,3,7,13.0,0.667,0.333,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,20,narrative_2_column,column_order,2,33,147,36.48,0.394,0.636,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,21,poster_or_cover,plain_text,0,20,25,5.05,0.85,0.05,plain_text_fallback_for_poster_or_cover
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,22,narrative_3_column,column_order,3,39,209,28.72,0.308,0.718,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,23,mixed,plain_text,0,4,12,16.25,0.5,0.25,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,24,narrative_3_column,column_order,3,31,152,36.52,0.387,0.677,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,25,mixed,plain_text,0,4,12,22.25,0.5,0.25,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,26,narrative_3_column,column_order,3,34,161,33.38,0.412,0.559,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,27,mixed,plain_text,0,4,12,11.25,0.5,0.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,28,narrative_3_column,column_order,3,31,160,38.19,0.387,0.645,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,29,mixed,plain_text,0,4,13,16.75,0.5,0.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,30,narrative_3_column,column_order,3,46,133,20.7,0.304,0.522,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,31,mixed,plain_text,0,5,20,21.4,0.4,0.4,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,32,narrative_3_column,column_order,3,42,153,24.79,0.5,0.714,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,33,mixed,plain_text,0,4,13,12.75,0.5,0.25,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,34,narrative_2_column,column_order,2,37,156,29.68,0.459,0.784,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,35,mixed,plain_text,0,4,12,17.0,0.5,0.0,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,36,narrative_3_column,column_order,3,29,155,40.31,0.379,0.724,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,37,mixed,plain_text,0,4,6,16.75,0.5,0.25,mixed_layout_plain_text_fallback
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,38,narrative_3_column,column_order,3,31,143,39.61,0.387,0.839,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,39,narrative_2_column,column_order,2,9,14,6.89,0.667,0.0,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,40,narrative_3_column,column_order,3,27,137,46.19,0.37,0.667,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,41,narrative_2_column,column_order,2,8,11,8.75,0.875,0.125,
pdf_solar_system_lithograph_set_h,Solar System Lithograph Set h,Solar_System_Lithograph_Set_h.pdf,42,narrative_3_column,column_order,3,37,148,32.35,0.297,0.459,
pdf_ss_saturnmoons,ss saturnmoons,ss_saturnmoons.pdf,1,mixed,plain_text,0,5,14,12.2,0.4,0.0,mixed_layout_plain_text_fallback
pdf_ss_saturnmoons,ss saturnmoons,ss_saturnmoons.pdf,2,narrative_3_column,column_order,3,29,107,27.76,0.138,0.448,
pdf_stl_the_solar_system,STL The Solar System,STL-The-Solar-System.pdf,1,narrative_2_column,column_order,2,15,54,35.27,0.2,0.733,
pdf_stl_the_solar_system,STL The Solar System,STL-The-Solar-System.pdf,2,narrative_2_column,column_order,2,11,58,50.82,0.091,0.636,
pdf_stl_the_solar_system,STL The Solar System,STL-The-Solar-System.pdf,3,mixed,plain_text,0,12,35,30.58,0.083,0.833,mixed_layout_plain_text_fallback
pdf_the_kuiper_belt,The Kuiper Belt,The Kuiper Belt.pdf,1,mixed,plain_text,0,4,17,31.75,0.0,0.25,mixed_layout_plain_text_fallback
pdf_the_kuiper_belt,The Kuiper Belt,The Kuiper Belt.pdf,2,narrative_2_column,column_order,2,9,38,36.33,0.0,0.111,
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,1,mixed,plain_text,0,6,25,56.5,0.333,0.5,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,2,mixed,plain_text,0,8,41,57.38,0.25,0.875,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,3,mixed,plain_text,0,3,40,209.33,0.333,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,4,mixed,plain_text,0,2,46,386.5,0.5,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,5,mixed,plain_text,0,2,43,335.0,0.5,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,6,narrative_single_column,row_order_lines,1,5,42,126.8,0.2,0.8,
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,7,narrative_3_column,column_order,3,16,72,30.19,0.438,0.438,
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,8,mixed,plain_text,0,3,41,206.67,0.333,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,9,narrative_single_column,row_order_lines,1,6,75,69.83,0.167,0.667,
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,10,mixed,plain_text,0,3,47,209.67,0.333,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,11,mixed,plain_text,0,2,43,333.0,0.5,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,12,narrative_single_column,row_order_lines,1,6,41,106.17,0.167,1.0,
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,13,mixed,plain_text,0,2,18,125.5,0.5,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,14,narrative_single_column,row_order_lines,1,10,29,37.7,0.3,0.7,
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,15,mixed,plain_text,0,3,4,7.33,0.667,0.667,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,16,mixed,plain_text,0,2,2,7.5,0.5,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,17,mixed,plain_text,0,2,2,6.5,0.5,1.0,mixed_layout_plain_text_fallback
pdf_the_new_horizons_pluto_kuiper_belt_mission_an_overview_with_4pk4ve2ixl,the new horizons pluto kuiper belt mission an overview with 4pk4ve2ixl,the-new-horizons-pluto-kuiper-belt-mission-an-overview-with-4pk4ve2ixl.pdf,18,narrative_2_column,column_order,2,8,20,9.5,0.625,0.5,
pdf_vidmachenko01beijinqondiscoveringdwarfplanetplutoen,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn.pdf,1,narrative_single_column,row_order_lines,1,6,49,123.5,0.333,0.5,
